01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.396,619,61,940,235,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.029,0.399,614,73,935,247,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.029999999999999995,0.399,614,75,935,249,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.246,0.029999999999999995,0.399,617,75,938,249,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.246,0.029,0.399,617,73,938,247,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.023999999999999997,0.029,0.399,60,73,381,247,16
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
01-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
03-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
05-Dec-2022,0.296,0.36,0.436,321,174,0.245,0.023999999999999997,0.399,614,60,935,234,66
